row,altitude,moisture,pressure,wind_speed,sky_condition,time_of_day,air_quality_index
8536,18K feet,rain,high,high,clear,12,40.935965018504206
8537,Lolo Peak,dry,low,steady,clear,14,89.0145076107027
8538,sea level,mist,steady,high,limited,13,327.76094479959
8539,Lolo Peak,rain,high,steady,poor,11,109.14256331809517
8540,18K feet,mist,steady,gusty,limited,17,57.457138459152205
8541,Lolo Peak,fog,steady,steady,clear,11,147.06593943297068
8542,Lolo Peak,dry,steady,steady,poor,11,102.31219233811447
8543,Missoula,rain,high,gusty,clear,12,185.7757814614115
8544,Missoula,fog,steady,high,clear,16,241.00781019437613
8545,30K feet,rain,low,steady,poor,11,24.035460619442
8546,18K feet,fog,low,steady,clear,8,83.16797104587383
8547,sea level,fog,high,high,poor,5,364.7561544254398
8548,sea level,mist,high,high,limited,10,324.6205783946582
8549,18K feet,rain,steady,steady,poor,8,48.548457049553335
8550,18K feet,mist,high,high,limited,18,60.593894361082484
8551,Lolo Peak,dry,high,high,limited,14,99.09025530570749
8552,Lolo Peak,dry,low,gusty,poor,6,101.92300600620914
8553,sea level,fog,low,gusty,clear,15,355.7404320859562
8554,18K feet,mist,low,steady,poor,4,65.86331045642109
8555,30K feet,mist,high,steady,poor,6,35.43828017556816
8556,Lolo Peak,rain,low,high,limited,10,100.18356625501575
8557,Missoula,fog,steady,steady,poor,15,243.62232383485087
8558,sea level,mist,steady,high,clear,6,323.2670126165287
8559,18K feet,rain,steady,steady,clear,13,37.85987274363113
8560,18K feet,mist,steady,gusty,limited,11,58.49582298024895
8561,sea level,dry,high,high,clear,17,306.1974098635521
8562,18K feet,rain,steady,gusty,poor,7,53.92041931878343
8563,Lolo Peak,dry,low,high,clear,11,94.8541372199212
8564,Lolo Peak,fog,steady,high,limited,9,148.17494521532686
8565,Missoula,mist,high,high,poor,17,214.74598610280557
8566,sea level,dry,steady,high,clear,11,304.07313374805966
8567,30K feet,fog,low,gusty,poor,15,66.1221043852119
8568,18K feet,fog,steady,steady,poor,4,99.75980141765845
8569,30K feet,mist,low,gusty,clear,9,22.916081763142678
8570,18K feet,mist,high,steady,poor,9,68.2198279087887
8571,30K feet,mist,high,steady,clear,12,30.427912463483434
8572,Missoula,fog,steady,high,poor,13,246.84572984468363
8573,Missoula,fog,low,gusty,poor,9,245.7601122068937
8574,Lolo Peak,fog,steady,steady,poor,22,154.46920672943278
8575,18K feet,dry,high,high,limited,15,38.85012826196866
8576,Missoula,dry,steady,high,poor,16,196.308533212212
8577,sea level,rain,steady,calm,limited,17,313.9372616209042
8578,30K feet,dry,steady,steady,poor,15,12.159249175439658
8579,Lolo Peak,dry,high,high,poor,9,99.7834856437783
8580,18K feet,dry,low,steady,poor,7,44.240296094654056
8581,30K feet,dry,high,high,limited,6,6.13947253949501
8582,Lolo Peak,dry,high,gusty,limited,8,94.57408575754745
8583,Missoula,fog,high,steady,clear,9,235.93600405544143
8584,Missoula,fog,high,high,limited,14,238.6197297564206
8585,Lolo Peak,rain,high,high,poor,8,109.50505652317626
8586,sea level,mist,low,gusty,poor,5,334.9831011836001
8587,sea level,fog,steady,high,clear,19,352.66146347443436
8588,Missoula,fog,high,gusty,limited,8,235.91817999987336
8589,18K feet,dry,steady,steady,limited,17,32.45010970722243
8590,Lolo Peak,rain,low,high,poor,10,113.37062059989523
8591,Missoula,dry,low,gusty,poor,15,190.8018839677419
8592,Lolo Peak,dry,low,calm,poor,15,103.97672771303526
8593,18K feet,dry,high,high,poor,17,48.24888716453561
8594,Lolo Peak,rain,high,gusty,limited,15,107.16466442190668
8595,Missoula,mist,high,high,poor,12,210.97170646223643
8596,sea level,rain,high,gusty,limited,11,311.66777625793657
8597,Lolo Peak,fog,high,gusty,limited,15,150.04165393038346
8598,18K feet,rain,steady,steady,limited,4,44.824632338886495
8599,18K feet,rain,low,high,poor,18,45.914963625685
8600,18K feet,fog,steady,high,clear,6,82.5245973321558
8601,Lolo Peak,fog,low,gusty,clear,11,139.96577635430992
8602,Missoula,mist,low,gusty,poor,12,214.18392694839156
8603,Missoula,rain,high,high,poor,16,203.24128781408095
8604,sea level,fog,high,high,clear,7,358.1436677113973
8605,sea level,mist,low,steady,clear,9,320.7335386657998
8606,Lolo Peak,fog,high,steady,limited,14,144.96109060019865
8607,Lolo Peak,dry,high,gusty,poor,11,108.15552676948809
8608,sea level,fog,steady,steady,limited,9,354.46648600614947
8609,sea level,rain,high,steady,poor,12,319.8586501992404
8610,30K feet,mist,steady,gusty,limited,12,25.054716522042277
8611,Missoula,mist,low,high,poor,10,209.96882649541365
8612,Missoula,dry,high,gusty,limited,12,187.56535275540875
8613,Missoula,rain,high,steady,limited,1,198.002161395132
8614,30K feet,rain,low,high,clear,10,10.864481722126879
8615,18K feet,fog,low,steady,clear,14,88.61636276020315
8616,18K feet,dry,steady,high,poor,13,42.540995515104505
8617,18K feet,rain,steady,gusty,poor,11,47.37107702977186
8618,30K feet,fog,high,high,poor,11,61.328708524149235
8619,sea level,fog,high,gusty,poor,9,363.9783245643952
8620,30K feet,mist,steady,gusty,limited,7,30.615481805128788
8621,Lolo Peak,mist,low,gusty,limited,13,116.67876508522403
8622,sea level,dry,steady,high,limited,18,312.43074728066665
8623,30K feet,mist,low,high,limited,11,24.865892908482877
8624,Lolo Peak,fog,low,steady,limited,11,144.5043280487249
8625,Lolo Peak,dry,low,high,limited,6,95.24985283163134
8626,sea level,rain,steady,high,limited,20,316.01222928936204
8627,Lolo Peak,mist,steady,high,clear,13,113.67129805750815
8628,Missoula,fog,high,steady,clear,13,232.57897737454115
8629,Missoula,rain,low,high,poor,10,200.1355529388766
8630,18K feet,fog,low,high,poor,10,98.24840143366197
8631,sea level,dry,steady,steady,poor,14,314.53371562496335
8632,Missoula,rain,high,steady,poor,6,196.66901832312192
8633,Lolo Peak,dry,steady,steady,clear,9,99.80666467591716
8634,18K feet,fog,low,gusty,limited,13,82.76136760425725
8635,Lolo Peak,dry,low,high,limited,20,97.28768652495063
8636,30K feet,rain,low,gusty,limited,10,10.1278957085068
8637,Missoula,mist,low,high,limited,12,204.50942571453552
8638,Missoula,dry,low,gusty,clear,17,186.85380601170644
8639,Lolo Peak,rain,high,high,clear,12,103.44931280550372
8640,30K feet,mist,low,high,poor,17,33.955640750787936
8641,30K feet,fog,high,steady,limited,10,60.50032123350893
8642,Lolo Peak,rain,high,high,limited,9,105.13515935612637
8643,30K feet,rain,steady,calm,clear,15,9.72644853389839
8644,18K feet,dry,steady,high,poor,5,44.52222473528681
8645,Missoula,rain,low,gusty,clear,12,187.89940386992848
8646,30K feet,fog,high,high,limited,18,56.136107977727946
8647,sea level,fog,steady,steady,limited,14,359.82484556963254
8648,Missoula,mist,low,high,limited,10,207.6206302915334
8649,30K feet,rain,steady,gusty,clear,18,7.594597051098079
8650,sea level,fog,steady,steady,clear,10,355.2396334557978
8651,Missoula,mist,high,steady,limited,3,206.6840006367757
8652,18K feet,fog,steady,gusty,poor,11,98.60987934864839
8653,sea level,fog,steady,high,poor,12,366.1893233749002
8654,18K feet,fog,low,gusty,clear,16,86.62785857329789
8655,Missoula,fog,steady,gusty,poor,9,245.68361241775602
8656,Missoula,rain,high,steady,limited,11,191.41259057846327
8657,18K feet,mist,low,high,clear,17,62.45912064498714
8658,30K feet,dry,low,gusty,poor,11,10.771675929214926
8659,30K feet,mist,high,steady,clear,8,29.214108751902383
8660,Lolo Peak,fog,steady,gusty,limited,19,145.7848760220644
8661,Lolo Peak,fog,high,high,limited,2,146.0997982310782
8662,30K feet,rain,low,steady,poor,17,12.798622820596627
8663,Missoula,mist,low,high,poor,15,212.54057083195255
8664,18K feet,mist,high,steady,poor,9,66.0867052196524
8665,sea level,rain,low,gusty,clear,13,309.35308508268685
8666,sea level,dry,low,steady,poor,15,315.1391335408689
8667,sea level,rain,steady,steady,poor,20,320.3555429814054
8668,Missoula,fog,low,steady,poor,17,248.53354324204787
8669,sea level,rain,steady,high,poor,11,321.42762293942906
8670,18K feet,fog,high,high,poor,14,93.0781422503483
8671,30K feet,dry,steady,high,limited,7,5.927044345422174
8672,sea level,fog,low,steady,poor,8,361.76982524846545
8673,18K feet,fog,low,high,poor,16,96.79672683092338
8674,Lolo Peak,dry,low,steady,clear,17,94.47246077750485
8675,18K feet,mist,high,steady,limited,12,53.8358293879341
8676,Lolo Peak,fog,steady,steady,limited,15,142.2615696731732
8677,18K feet,rain,low,steady,limited,5,41.60492792409823
8678,18K feet,mist,high,high,poor,10,62.08644231502017
8679,18K feet,fog,steady,gusty,limited,14,86.13705483301163
8680,sea level,mist,high,gusty,poor,16,337.04712551562034
8681,Missoula,rain,steady,high,poor,22,191.51082676489173
8682,18K feet,mist,low,steady,limited,9,53.11393150666891
8683,18K feet,rain,high,high,clear,15,41.194916388665156
8684,sea level,fog,high,gusty,limited,13,355.38534461233536
8685,sea level,mist,low,steady,clear,13,323.96763395628403
8686,18K feet,rain,low,high,clear,7,34.39199539037985
8687,Missoula,dry,steady,high,limited,7,187.06395646395563
8688,30K feet,fog,steady,high,poor,13,64.09880466243303
8689,30K feet,fog,steady,high,limited,16,61.142712090005944
8690,18K feet,rain,low,high,limited,14,43.675062541480195
8691,18K feet,dry,steady,high,clear,11,36.626138576909405
8692,Missoula,dry,steady,high,limited,18,184.9739583021687
8693,Lolo Peak,mist,high,gusty,clear,8,117.39632992561134
8694,Lolo Peak,fog,high,gusty,limited,8,150.02974220295906
8695,sea level,mist,steady,high,clear,10,328.4190947847372
8696,sea level,dry,low,steady,poor,11,311.21491704206016
8697,30K feet,rain,high,high,limited,11,18.643586805325345
8698,30K feet,mist,low,calm,poor,8,34.73377342823373
8699,30K feet,fog,steady,high,clear,8,53.50669713104832
8700,18K feet,rain,high,high,limited,9,45.58971945340263
8701,Missoula,dry,steady,high,clear,14,188.60165730246658
8702,Missoula,mist,steady,steady,limited,13,207.14147358711622
8703,Missoula,fog,high,steady,poor,13,248.66622996173925
8704,sea level,mist,steady,steady,limited,5,329.1415762213904
8705,sea level,rain,high,steady,clear,16,309.0185077953663
8706,sea level,mist,high,high,limited,11,325.9110876198487
8707,30K feet,fog,high,high,clear,18,54.478197715547445
8708,Missoula,fog,high,steady,poor,9,248.34755777125577
8709,sea level,dry,high,gusty,clear,14,308.59732751172663
8710,30K feet,fog,steady,steady,poor,8,68.9143981983335
8711,Missoula,mist,steady,gusty,poor,5,213.2595012545272
8712,Missoula,dry,low,gusty,limited,13,191.36406746845535
8713,30K feet,dry,low,steady,clear,9,10.224776347434076
8714,30K feet,fog,steady,steady,clear,11,53.65543652826979
8715,Lolo Peak,fog,high,steady,clear,11,147.5781457286694
8716,18K feet,fog,low,steady,clear,8,87.24701044254213
8717,18K feet,rain,steady,steady,limited,18,43.95328643453136
8718,sea level,dry,steady,steady,clear,14,308.84866501811473
8719,Missoula,fog,low,high,clear,16,230.73823439392842
8720,Lolo Peak,mist,low,high,poor,8,129.63999006675803
8721,Lolo Peak,fog,steady,gusty,limited,7,144.96611466096908
8722,Lolo Peak,mist,low,steady,poor,14,125.02025863747762
8723,18K feet,dry,steady,high,poor,10,42.726765314105485
8724,sea level,dry,steady,calm,poor,7,315.24368117177517
8725,Missoula,mist,steady,gusty,clear,14,209.41828109417852
8726,sea level,fog,steady,gusty,poor,13,361.7861422539842
8727,18K feet,rain,steady,high,limited,10,43.58177091896395
8728,30K feet,dry,steady,gusty,poor,14,21.370494234537738
8729,Lolo Peak,mist,low,gusty,clear,9,113.61123760390832
8730,Missoula,mist,high,high,limited,11,208.4486727562405
8731,30K feet,fog,steady,gusty,poor,8,65.91728528760545
8732,sea level,fog,high,calm,limited,8,354.5687887527769
8733,Missoula,mist,steady,gusty,poor,12,215.3411147620508
8734,sea level,mist,low,steady,limited,12,331.81849854468976
8735,sea level,rain,high,steady,poor,6,321.1841698321317
8736,Lolo Peak,fog,steady,high,limited,10,145.53332586174446
8737,sea level,fog,high,high,limited,13,353.80123730830496
8738,30K feet,fog,low,steady,clear,16,56.90640635900193
8739,18K feet,mist,low,high,limited,6,55.48259541057495
8740,sea level,dry,steady,gusty,limited,16,310.5405026850805
8741,Missoula,rain,steady,steady,clear,18,188.0604416970635
8742,18K feet,dry,low,high,limited,13,36.60818289569079
8743,Missoula,mist,low,steady,clear,11,200.06730759236413
8744,30K feet,rain,low,steady,clear,14,7.764952909482632
8745,30K feet,rain,low,steady,limited,9,13.278146152330091
8746,Missoula,mist,steady,high,clear,13,204.3944145060897
8747,18K feet,rain,low,gusty,poor,14,53.03468000131125
8748,18K feet,mist,low,high,limited,15,56.787035799429766
8749,30K feet,rain,high,high,poor,15,17.645222684488175
8750,Missoula,mist,high,gusty,clear,7,206.94632075270493
8751,Lolo Peak,dry,high,high,limited,15,96.58317254631389
8752,Missoula,dry,steady,steady,clear,15,184.95179892423502
8753,sea level,rain,steady,gusty,poor,11,318.1977050955101
8754,30K feet,rain,low,high,clear,15,10.718418750356884
8755,Missoula,rain,steady,high,poor,24,201.96964293667384
8756,Missoula,mist,low,calm,limited,9,206.48166808005436
8757,Lolo Peak,mist,low,high,poor,8,125.84044065113
8758,Lolo Peak,mist,high,steady,poor,0,125.68468585538866
8759,30K feet,rain,steady,gusty,limited,17,14.661079202229134
8760,sea level,dry,steady,gusty,limited,12,308.85047212931545
8761,Lolo Peak,mist,low,high,poor,12,118.85216292463872
8762,sea level,fog,steady,steady,clear,14,352.9670325451883
8763,Lolo Peak,mist,low,high,limited,15,113.69029526043157
8764,sea level,dry,low,steady,limited,2,300.6354276463803
8765,sea level,fog,steady,steady,limited,21,354.642060451635
8766,sea level,rain,high,high,limited,19,308.7596377930109
8767,30K feet,rain,low,steady,clear,9,11.983646711448003
8768,sea level,mist,high,steady,limited,10,329.7284833706026
8769,30K feet,dry,low,high,clear,13,1.6606800366292958
8770,sea level,rain,steady,high,clear,3,314.1833004198011
8771,Missoula,dry,steady,gusty,clear,14,185.87185703100337
8772,sea level,fog,low,steady,clear,7,350.7988882721508
8773,sea level,mist,high,gusty,clear,11,327.37294077695725
8774,Missoula,dry,steady,gusty,limited,9,187.3117198575355
8775,18K feet,mist,low,steady,limited,21,62.006333063522355
8776,sea level,dry,high,high,clear,16,307.71380676204217
8777,30K feet,dry,low,high,poor,14,20.50606751420014
8778,30K feet,dry,high,high,limited,11,6.77802418365099
8779,sea level,rain,low,high,poor,8,323.358569166882
8780,Missoula,fog,low,gusty,clear,14,243.1672874703653
8781,18K feet,fog,high,gusty,clear,13,88.55739552760743
8782,Missoula,rain,steady,steady,poor,1,198.1667018466586
8783,Lolo Peak,mist,low,steady,limited,18,109.37216941398644
8784,18K feet,mist,low,gusty,clear,17,54.19103169172807
8785,30K feet,mist,high,high,poor,12,33.90010941298148
8786,Missoula,dry,steady,gusty,limited,10,187.4489408618085
8787,sea level,mist,high,gusty,poor,11,333.83318140330726
8788,18K feet,dry,high,steady,limited,10,38.32812590770115
8789,18K feet,fog,steady,steady,limited,9,87.85580341014526
8790,Missoula,dry,low,high,poor,14,195.76323262292334
8791,30K feet,dry,low,gusty,limited,9,11.078978655592067
8792,Missoula,rain,high,gusty,limited,10,191.7684478222435
8793,Lolo Peak,rain,steady,high,limited,19,103.74198871068039
8794,sea level,dry,steady,gusty,poor,7,313.6207650536713
8795,sea level,fog,steady,gusty,poor,7,363.59096789216017
8796,sea level,rain,steady,high,clear,14,308.91816217092725
8797,sea level,dry,low,steady,poor,13,312.6292769534948
8798,18K feet,fog,steady,high,poor,14,94.63846324707177
8799,18K feet,rain,high,high,limited,17,49.21259828345874
8800,18K feet,rain,low,steady,clear,6,38.68649862940697
8801,18K feet,mist,steady,gusty,clear,2,53.211452774181794
8802,18K feet,dry,low,high,clear,10,36.14265911136942
8803,18K feet,mist,high,gusty,limited,7,53.145731823900164
8804,18K feet,rain,low,high,poor,12,47.667304296440335
8805,18K feet,dry,low,high,limited,7,37.778557074883324
8806,30K feet,rain,steady,gusty,clear,7,6.143444622695177
8807,sea level,fog,high,steady,clear,17,356.28515500251615
8808,Missoula,fog,low,gusty,clear,8,236.675324787241
8809,18K feet,mist,high,high,poor,8,58.192077188199214
8810,30K feet,fog,low,high,poor,12,62.045349246074856
8811,18K feet,dry,steady,steady,poor,9,42.664346971497224
8812,sea level,fog,high,high,clear,11,357.83002969582407
8813,30K feet,mist,low,steady,limited,13,26.029840806961147
8814,Missoula,rain,high,high,clear,17,183.90770065105625
8815,Lolo Peak,fog,steady,high,poor,15,155.66629655401732
8816,18K feet,rain,steady,gusty,clear,7,40.600457984058956
8817,18K feet,mist,steady,gusty,limited,13,59.9992959575794
8818,30K feet,mist,high,high,clear,17,26.016220937203254
8819,18K feet,rain,high,gusty,limited,15,43.12372127386926
8820,sea level,fog,high,high,limited,9,361.666580708056
8821,18K feet,dry,low,gusty,poor,16,44.89994460066365
8822,18K feet,dry,low,calm,limited,8,37.41267636818443
8823,30K feet,rain,high,high,limited,19,12.970206366791292
8824,Missoula,dry,steady,high,limited,11,191.72506994347435
8825,sea level,rain,low,gusty,clear,21,310.01458520822683
8826,18K feet,fog,low,gusty,limited,14,88.30524874367386
8827,sea level,fog,low,steady,limited,13,356.29141133000263
8828,sea level,fog,high,gusty,poor,10,362.7826659550451
8829,Missoula,fog,steady,high,limited,10,241.4807237433193
8830,Lolo Peak,dry,high,steady,limited,9,94.47266101529812
8831,18K feet,rain,low,gusty,limited,6,44.88218465091204
8832,Lolo Peak,mist,high,high,poor,13,122.73776978841978
8833,18K feet,mist,steady,gusty,poor,12,62.650124071500215
8834,sea level,rain,steady,high,limited,22,308.9456089313687
8835,30K feet,rain,steady,gusty,clear,13,9.296651533195915
8836,18K feet,dry,low,gusty,limited,11,33.69470402332551
8837,18K feet,rain,high,gusty,poor,17,43.716590958237504
8838,18K feet,fog,low,steady,poor,12,98.93690204819728
8839,30K feet,mist,steady,calm,limited,6,22.722717275426454
8840,Missoula,dry,low,high,clear,20,189.50634124463497
8841,30K feet,mist,steady,gusty,clear,10,21.650210671669335
8842,Missoula,mist,steady,gusty,limited,5,212.704774949868
8843,Missoula,dry,low,high,limited,16,182.39157642249697
8844,Lolo Peak,mist,high,high,poor,11,128.8886888768947
8845,Lolo Peak,fog,high,high,clear,12,147.6050990745046
8846,sea level,fog,low,steady,poor,17,365.94161265059654
8847,Missoula,mist,steady,high,poor,15,214.07280800941132
8848,sea level,fog,high,gusty,limited,12,353.9281725472968
8849,sea level,rain,low,steady,limited,15,319.37190767791395
8850,30K feet,dry,high,gusty,clear,18,9.648368969184176
8851,sea level,fog,low,high,clear,16,358.0597966188908
8852,Missoula,fog,high,high,limited,15,237.74756188104558
8853,Missoula,mist,steady,high,clear,14,198.85981241015915
8854,sea level,dry,high,steady,limited,12,305.30444478274904
8855,sea level,dry,steady,gusty,clear,16,307.45729560926617
8856,30K feet,dry,steady,high,clear,9,2.562659801921367
8857,sea level,mist,high,high,poor,10,332.9638012460311
8858,Lolo Peak,fog,high,steady,clear,7,146.45630450057124
8859,Lolo Peak,fog,low,high,limited,5,146.21836284144698
8860,18K feet,dry,low,gusty,clear,17,35.278764820756535
8861,Missoula,fog,low,high,clear,13,231.73801757593245
8862,Lolo Peak,mist,steady,gusty,clear,12,109.7036670111677
8863,sea level,rain,steady,gusty,poor,15,320.9330338642562
8864,sea level,dry,low,high,limited,8,307.420350148834
8865,Missoula,mist,high,gusty,limited,12,212.29096879381854
8866,18K feet,mist,steady,steady,limited,17,58.06872917159428
8867,30K feet,mist,low,steady,clear,17,29.522882326415502
8868,sea level,dry,steady,steady,limited,14,311.1074891766386
8869,18K feet,fog,steady,gusty,clear,14,83.96721098048705
8870,Lolo Peak,fog,low,high,clear,7,145.02831492657575
8871,sea level,mist,high,steady,clear,12,324.73413698108743
8872,18K feet,fog,low,gusty,limited,11,88.03876210600347
8873,Missoula,fog,low,gusty,limited,7,234.13104047135033
8874,Lolo Peak,rain,steady,steady,limited,11,103.4966083627438
8875,18K feet,rain,low,steady,poor,12,51.98248539251748
8876,Missoula,fog,steady,steady,poor,9,242.4604308186232
8877,30K feet,fog,low,high,clear,12,52.71959033078869
8878,Missoula,dry,low,gusty,clear,13,183.4550915246386
8879,30K feet,dry,low,calm,limited,21,7.253535751934753
8880,Lolo Peak,rain,low,calm,poor,5,109.88409676962956
8881,18K feet,rain,steady,high,clear,20,40.7034784849173
8882,30K feet,dry,low,steady,poor,13,19.762691475041763
8883,sea level,rain,low,steady,poor,19,322.2432625888504
8884,Lolo Peak,dry,high,high,clear,14,93.68273169138405
8885,30K feet,fog,steady,high,clear,11,56.62218814482996
8886,sea level,fog,high,gusty,limited,7,357.8664091709021
8887,Lolo Peak,dry,low,gusty,clear,15,96.39908573633748
8888,sea level,dry,steady,high,clear,7,298.9313614507353
8889,18K feet,fog,steady,gusty,clear,17,84.88666465467092
8890,Missoula,mist,high,steady,clear,10,201.75224759526526
8891,Missoula,mist,steady,gusty,poor,15,217.41248309986116
8892,30K feet,mist,steady,steady,limited,15,26.888439482894437
8893,Lolo Peak,fog,high,high,limited,10,147.72818596600655
8894,18K feet,rain,high,gusty,clear,17,42.26542114417871
8895,Lolo Peak,fog,steady,steady,limited,11,146.71754723322218
8896,Missoula,dry,low,steady,clear,16,189.54312614073535
8897,30K feet,mist,steady,calm,limited,21,27.32990088823049
8898,18K feet,mist,steady,gusty,poor,11,69.61543885298343
8899,Missoula,rain,steady,high,clear,11,188.24338028439536
8900,Missoula,rain,high,high,clear,17,189.86614932947884
8901,18K feet,dry,low,high,clear,16,32.53172495957937
8902,30K feet,dry,high,steady,limited,12,9.725036628502501
8903,Lolo Peak,mist,high,steady,clear,15,120.80575226131248
8904,sea level,fog,low,high,poor,7,365.0118768860784
8905,18K feet,rain,steady,gusty,poor,9,52.003059482049004
8906,18K feet,dry,low,high,poor,20,46.38441735494682
8907,Missoula,mist,low,gusty,clear,9,205.4079340410381
8908,Lolo Peak,dry,steady,high,clear,14,101.329473307538
8909,sea level,mist,high,high,clear,14,332.92691314061506
8910,18K feet,fog,high,calm,limited,14,89.01391014703218
8911,Missoula,dry,high,gusty,poor,13,192.25357946148276
8912,18K feet,dry,low,steady,limited,10,35.368176090656526
8913,Missoula,fog,low,high,poor,7,246.25168058337096
8914,18K feet,dry,low,steady,clear,12,34.35223648681245
8915,30K feet,mist,low,steady,limited,12,20.84485132284961
8916,18K feet,rain,steady,calm,limited,12,43.84759334803004
8917,Missoula,mist,steady,high,clear,13,201.245588265521
8918,30K feet,dry,high,steady,limited,11,4.826671099362373
8919,Missoula,mist,high,high,clear,17,202.63088035361494
8920,30K feet,mist,low,steady,clear,17,26.948392746531706
8921,Lolo Peak,rain,steady,high,clear,12,98.70783130629712
8922,18K feet,fog,low,steady,limited,7,87.29832059602099
8923,sea level,dry,steady,gusty,poor,10,317.27196669983283
8924,Missoula,rain,high,gusty,poor,18,204.17190817090489
8925,18K feet,rain,steady,high,limited,11,40.21734314402754
8926,18K feet,mist,high,high,poor,16,64.88267294845777
8927,18K feet,rain,high,gusty,clear,12,43.42077772801125
8928,18K feet,fog,steady,gusty,poor,22,96.02372773850055
8929,Missoula,mist,low,high,limited,14,210.25511473753443
8930,sea level,fog,steady,gusty,limited,8,360.8969988292632
8931,18K feet,rain,steady,gusty,limited,19,48.225770587104684
8932,30K feet,fog,steady,steady,clear,21,52.58743829297341
8933,18K feet,dry,steady,steady,poor,17,45.827150405314455
8934,30K feet,rain,high,high,poor,11,18.021346665863906
8935,sea level,fog,high,high,limited,17,356.76620816570573
8936,30K feet,rain,high,gusty,poor,11,21.09116048030503
8937,18K feet,dry,low,high,poor,16,42.321287662611006
8938,Missoula,mist,low,steady,poor,17,210.95779907845005
8939,18K feet,mist,high,gusty,clear,5,56.08744863790331
8940,sea level,dry,low,gusty,clear,12,307.7024769219951
8941,sea level,dry,low,high,limited,11,311.4856636103454
8942,18K feet,dry,high,steady,clear,12,36.89924335981275
8943,sea level,fog,low,calm,limited,13,351.09481751837524
8944,Lolo Peak,dry,steady,high,limited,8,103.11361678577791
8945,sea level,fog,steady,high,limited,18,357.29241408056794
8946,30K feet,mist,steady,steady,clear,19,26.215903250672362
8947,30K feet,rain,steady,high,clear,8,11.08911707543843
8948,18K feet,dry,high,steady,limited,11,34.513698485122994
8949,18K feet,rain,steady,gusty,limited,13,40.68351846400647
8950,Lolo Peak,mist,low,steady,clear,12,109.27308215489353
8951,30K feet,dry,low,high,poor,10,15.825276618499723
8952,sea level,mist,high,steady,poor,9,342.2446081412872
8953,18K feet,dry,steady,high,limited,16,43.78100557329795
8954,30K feet,rain,steady,gusty,poor,13,19.081622907921258
8955,Missoula,dry,low,calm,clear,14,182.37532015070124
8956,Lolo Peak,mist,low,high,limited,14,115.84174724797033
8957,30K feet,rain,steady,gusty,clear,10,16.613132046864273
8958,Missoula,fog,low,steady,limited,17,239.02816762307648
8959,18K feet,dry,low,high,poor,13,43.12742540310843
8960,18K feet,mist,steady,gusty,clear,11,51.96432586062948
8961,18K feet,dry,steady,gusty,clear,12,30.31594886150185
8962,Lolo Peak,fog,low,steady,clear,18,141.3859745970094
8963,Lolo Peak,mist,steady,high,clear,14,118.27024372057409
8964,30K feet,mist,steady,gusty,limited,6,31.065748107361042
8965,Lolo Peak,mist,high,gusty,clear,9,112.85324612991329
8966,Lolo Peak,mist,low,steady,limited,15,118.99457901639806
8967,Missoula,mist,steady,gusty,clear,18,208.42556597579875
8968,18K feet,fog,steady,steady,limited,6,84.2071235686889
8969,18K feet,fog,high,gusty,limited,10,89.97241725083599
8970,30K feet,mist,low,high,clear,6,23.935337370872215
8971,Lolo Peak,dry,high,high,limited,10,95.33389767574873
8972,Missoula,mist,low,gusty,poor,13,213.27521404005574
8973,30K feet,mist,low,high,limited,7,28.11627189249983
8974,Missoula,fog,low,steady,clear,13,233.8562970147191
8975,sea level,fog,steady,high,poor,12,367.7634873990625
8976,Missoula,rain,steady,calm,poor,13,198.58996967794823
8977,30K feet,mist,low,gusty,clear,8,23.811227712731355
8978,sea level,rain,low,high,poor,10,321.237367370401
8979,Missoula,fog,steady,steady,clear,17,233.09883305697701
8980,Lolo Peak,rain,high,steady,clear,10,92.98264686534168
8981,sea level,rain,high,high,poor,16,313.6192364169316
8982,18K feet,rain,high,high,clear,16,42.68090439468429
8983,18K feet,mist,high,gusty,limited,8,49.941600002143154
8984,18K feet,fog,low,gusty,limited,8,90.37680772105529
8985,Lolo Peak,rain,steady,steady,poor,14,111.64689550419985
8986,Missoula,mist,high,gusty,clear,12,201.03451746135175
8987,Lolo Peak,fog,steady,high,clear,12,146.77872394027787
8988,sea level,fog,low,steady,clear,13,359.5836776821711
8989,sea level,rain,low,gusty,limited,13,315.3267961552258
8990,Missoula,fog,steady,gusty,poor,9,247.30133781176522
8991,sea level,rain,steady,gusty,limited,15,317.8095011031408
8992,30K feet,mist,high,steady,limited,13,28.67596557354846
8993,Missoula,dry,high,gusty,limited,14,192.32701604764492
8994,sea level,mist,steady,calm,poor,9,334.02285989189164
8995,Lolo Peak,dry,low,high,limited,18,97.8613152566102
8996,18K feet,rain,steady,high,limited,11,46.81459536935051
8997,sea level,dry,steady,steady,clear,17,304.04576595604834
8998,Missoula,mist,steady,gusty,clear,14,210.21718694904567
8999,30K feet,dry,steady,gusty,poor,12,15.14742688474578
9000,Lolo Peak,mist,steady,steady,limited,7,116.30204979648452
9001,30K feet,fog,steady,gusty,limited,11,56.30796839312406
9002,Lolo Peak,fog,high,calm,poor,1,155.25213893755935
9003,Missoula,rain,high,high,clear,8,194.0691889383125
9004,18K feet,rain,high,high,clear,15,38.24087795401153
9005,30K feet,mist,steady,steady,poor,7,33.54924717508859
9006,sea level,dry,steady,steady,poor,14,315.86619547530137
9007,18K feet,dry,high,gusty,clear,6,42.18822741348065
