row	weekday	weather	time	temperature	pedestrian_level	police_presence	consumer_satisfaction	accidents_per_10K_1	accidents_per_10K_2	accidents_per_10K_3
811	W	sunny	overnight	83.85932079673603	5	1	76.55957577723163	17.15715051181615	0	0
812	Fr	snowy	evening rush	8.499802504132699	3	2	26.46770734405859	15.427633286106586	9.155972700069666	0
813	Sa	sunny	evening rush	54.571213166832244	3	2	36.95054561097683	10.30649259933001	0	0
814	Sa	snowy	morning rush	10.949692508481428	9	2	47.98915029556947	32.85027264044652	26.64677073681413	0
815	Tu	rainy	overnight	59.81026505455779	2	1	51.13238509886044	7.663780762404918	0	0
816	Th	rainy	overnight	67.46660426434747	3	1	44.233653774627705	9.205653853264051	0	0
817	Fr	sunny	evening rush	86.22475192590231	9	2	47.14094361642174	32.73989605476707	13.607121148527948	0
818	Su	sunny	overnight	76.01399628724153	2	3	56.444543537512764	6.244016959470809	0	1.8500940541034079
819	Sa	snowy	overnight	4.192695893589256	5	2	27.698555506587233	19.92924688491486	11.044036305626113	0.07980512814821061
820	Su	sunny	evening rush	52.213632439706856	8	2	28.111748880875876	25.31515348631837	14.00564926521403	0
821	Sa	sunny	midday	75.33513386632976	4	4	48.47125178360481	11.19319769861312	0	0
822	W	sunny	midday	76.59993222003034	6	3	57.14250881079221	15.947820286595134	3.5877832880719014	0
823	W	snowy	overnight	8.832616476325038	8	1	67.45322171774787	25.270936202899883	23.10737061750465	0
824	M	snowy	morning rush	5.485433557392175	7	4	47.103497647115496	28.460700610077108	19.356485293212753	0
825	Sa	snowy	midday	14.066265434073262	5	2	57.29175297583574	16.936297311454943	10.584668004201193	0
826	W	snowy	morning rush	17.401900703806483	3	2	41.769902268699326	15.071179072276783	7.56988441873517	0
827	Tu	snowy	morning rush	14.331578073503831	5	1	50.09295341728056	20.99929875718346	10.776872305988771	0
828	Su	snowy	morning rush	6.240540380477734	6	1	39.44232612722849	20.668627564434804	17.29565512130686	2.485410627352131
829	Tu	sunny	morning rush	76.33146625364193	3	1	35.06271806406916	9.700252743675557	0	0
830	Fr	rainy	evening rush	70.0056544832684	6	2	46.77768735802711	23.008433251243225	3.5891763605938927	0
831	Sa	sunny	midday	70.55218482785439	4	1	34.73175169035068	14.670675905536733	0	0
832	W	sunny	overnight	64.06691114103394	6	2	69.33129919013113	17.96709238697587	3.847733882722597	3.258561364491728
833	Sa	snowy	midday	9.56539101134823	2	2	64.77074326968034	6.493922241838762	2.6314224545173532	0
834	Su	rainy	morning rush	83.47522843785327	8	1	55.68935809972654	25.23878727545465	7.190683649482263	0
835	Sa	sunny	morning rush	59.223699868419324	9	3	79.9255063310102	26.22919178167277	17.12845387005646	1.6145063490409377
836	Fr	snowy	evening rush	6.004234895592389	5	2	73.17861436656423	23.560249061337963	11.112271819281117	0
837	Tu	sunny	midday	62.08841903237585	5	2	32.567819342529646	11.235081587888432	2.7412042027757755	0
838	Fr	snowy	overnight	10.618298266479556	6	2	22.158360899535545	26.64635734340315	16.50493928398385	0
839	Tu	sunny	midday	71.40120747034463	2	3	26.587588736808332	3.6097976629564164	0	0.993441478279379
840	Sa	rainy	midday	71.74433279167567	7	3	42.27601738338856	21.498929960120822	8.204455724684621	0
841	W	sunny	morning rush	69.8049963306943	8	1	46.227290797971776	26.122843940494022	9.736501806992965	0
842	Su	sunny	evening rush	71.81955509972602	2	1	85.29188555200321	5.931455093384966	0	0.6597108280066124
843	Th	snowy	evening rush	13.403704400144605	8	2	51.872247162802246	30.047026838791947	22.119353468448278	0
844	Fr	snowy	morning rush	9.525074623150074	5	1	76.17278183929261	20.77868996291795	15.585905602996204	0
845	M	sunny	evening rush	109.26479568612449	2	2	72.51915042910922	6.729816804116961	0	0
846	Su	sunny	morning rush	84.08506863792203	7	2	25.455822520052386	21.16626406400545	3.1953769858978056	1.8500976026236409
847	Fr	sunny	midday	55.05128106820288	4	1	61.2874803986531	11.938653137673182	0.8697670557323606	0
848	Fr	snowy	midday	10.102296875446466	8	3	24.74861540974769	30.98549258390764	25.377385503983803	0
849	M	snowy	morning rush	4.170363416754105	7	3	62.60000668902789	27.081347145227777	24.71617488052757	0
850	M	sunny	overnight	84.8121829946208	8	1	58.09579040839948	28.021643258669155	11.28081780975528	2.821099785793325
851	M	sunny	morning rush	78.84066822491243	8	1	33.04462852639736	30.301915210666305	9.931750467619304	0
852	Fr	sunny	overnight	81.3556231866714	7	3	49.86508375176465	31.047297361487182	3.979801278240012	2.9872767299172134
853	W	rainy	overnight	81.71555132813111	3	1	35.49862985010484	14.897352306343334	0	0
854	Su	sunny	evening rush	66.80553792262836	6	1	75.34140501068904	16.677940806681985	7.143547940164566	1.174966196356129
855	M	snowy	morning rush	10.833097107013765	6	2	65.66523320789747	21.290895273887042	16.21862441719881	0
856	W	snowy	evening rush	11.769765434453191	5	2	43.405969665403916	17.43279273398884	8.936605058465098	0
857	Th	rainy	morning rush	77.38164061917784	9	3	50.084224468859425	30.100891894141192	9.3972030273291125	0
858	W	sunny	midday	62.18516068451986	9	2	57.55997416603993	27.06623545587337	15.01258817162848	0
859	Fr	rainy	midday	70.68995683777499	4	2	49.63618635452063	16.398772656369765	0	0
860	Su	sunny	morning rush	72.99090756151571	6	1	22.948908404370464	18.869784271859317	2.1958481730348023	0
861	Sa	rainy	overnight	70.7883111658847	6	2	69.36386252146492	24.4561783252659	0.0020736499811602194	0
862	Tu	sunny	morning rush	60.603061757801214	2	2	57.61750114675693	6.055161298964932	0	0
863	Sa	rainy	morning rush	62.8251588555071	10	4	74.45046417610712	33.13754323732206	17.531050930402646	0
864	M	sunny	overnight	67.78993694977605	4	2	32.73055866556926	14.729431998616763	0	0
865	Su	snowy	midday	7.855389136250338	6	1	59.2417038134374	20.59941150951614	13.582893585078871	0
866	Su	rainy	overnight	70.72360028575923	4	2	31.581539513019962	17.199096103891684	0	0
867	Fr	rainy	overnight	53.83543787423716	5	2	33.54835899059816	21.39549075758292	3.4531436537289295	0
868	Su	sunny	midday	69.04633083790148	8	1	34.68082728654561	20.031770074294474	12.687330854940145	0.5375923442257227
869	W	snowy	midday	6.037200143988015	6	4	66.01149126175984	21.492621012209156	16.607786578198745	0
870	Su	sunny	overnight	72.44637305915656	6	2	55.871892528216065	20.780430141460435	6.93733237585065	3.574427644123608
871	Fr	snowy	midday	15.673632626107757	6	2	65.1039881815393	23.506545735222648	14.371059341584868	0
872	Su	rainy	midday	64.29068490035012	7	3	44.30782594129089	24.24396191166154	6.892369670771263	0
873	Th	sunny	evening rush	85.09753201921109	10	1	31.86204679627152	32.70682391584113	11.819668863084306	4.46831527577525
874	Fr	sunny	morning rush	65.27894159242052	4	3	42.421099931007376	14.255751833267935	0	0.3986078531651483
875	Su	sunny	midday	65.67553549066866	6	3	54.72118142682473	16.147693394886346	3.4045387063500647	0
876	Fr	snowy	morning rush	15.635408701025172	2	1	57.810381068913685	12.795824199213182	0.45749697744249485	0
877	Su	sunny	evening rush	60.170352860418134	2	2	59.51465078971527	8.299226136031518	0	1.1256253946499557
878	Sa	sunny	midday	52.92615055825418	11	2	61.09727468535199	32.39154845622712	20.529631356127336	0
879	W	snowy	morning rush	14.614805228895719	5	3	47.391252354168394	23.23665188432332	14.095627743342568	0
880	Fr	sunny	midday	59.106756359410255	7	1	64.73511065337706	23.675496283751766	3.708010746864021	0
881	W	sunny	evening rush	87.46850262309336	4	1	31.16066759491201	13.793474712538828	0	3.5160639765014774
882	Fr	snowy	evening rush	14.942779539149118	2	2	46.26119027455948	15.26314643248114	2.3365239196450913	0
883	W	snowy	morning rush	9.358861385247614	1	1	61.13103116092487	5.9113366250269745	1.9022194265463734	0.2204961947365538
884	M	sunny	evening rush	84.79034537499508	4	4	87.6977555456269	18.41396962951678	0	4.415564276840877
885	Tu	snowy	evening rush	23.003990345615392	5	1	66.987296114635285	20.715479246467044	6.226818273084179	0
886	M	sunny	morning rush	65.1372476659444	9	3	46.05666732767543	32.14508308211522	15.199065964971314	2.8078834121809813
887	Sa	sunny	evening rush	71.46020451654566	10	2	52.36658479660543	30.889370132626368	17.33581888690773	3.3252982483873157
888	W	sunny	overnight	68.10422831808086	6	1	39.79238381315976	23.408514103950832	4.88959864040017	0.7256370913202899
889	Sa	snowy	midday	11.9801341722701	7	2	71.95578218107767	25.01685945420744	21.019558738011185	0
890	Th	sunny	evening rush	57.95419088760626	3	2	55.502420430181125	10.922452163266616	0	0
891	Su	sunny	overnight	62.29620486326665	6	3	62.60774210519831	18.60815267544852	5.41617837816767	3.466377845005489
892	Sa	rainy	evening rush	84.65311151036383	3	2	65.1355130802389	13.118160307025347	0	0
893	Fr	snowy	evening rush	9.787731269067894	5	3	49.06417065037682	23.27281400059285	13.83574688407604	0
894	W	snowy	morning rush	12.16763221179592	3	3	53.86540732349081	13.928858919599369	9.194894515958772	0
895	W	sunny	midday	74.53152023034028	5	1	50.24399761493527	13.881482387794273	3.925996709552726	0
896	Tu	sunny	evening rush	81.49362750613777	9	1	25.54989773859837	29.042726204786053	9.262125763952998	0
897	Th	snowy	midday	15.462366070559915	5	1	58.0079293179181	17.88980268648995	13.728349782794751	0
898	Fr	snowy	overnight	10.744969144142141	5	1	39.88391767577489	24.35275972581916	15.496326706332127	0
899	M	sunny	evening rush	72.05685225778083	3	3	81.97613571881263	13.664888346879515	0	2.5557880702318276
900	M	sunny	evening rush	48.6366505385933	4	2	54.478517325080695	13.462135649314085	4.333728019517688	0
901	Su	sunny	overnight	72.1177273883171	5	3	58.26518411971483	19.58423248980704	1.6908480146279725	3.4060540264372015
902	W	sunny	evening rush	74.57101357177909	6	1	39.575095332587104	19.643570524787236	6.051966618255325	1.0600160915528352
903	Tu	snowy	overnight	12.754442760122576	9	2	57.768468250336426	29.412448809322466	22.839223575261475	0
904	Su	rainy	evening rush	79.51175330429147	2	1	45.094075937737806	8.148896866849618	0	0
905	W	snowy	overnight	11.83355179530218	4	1	60.51143698190342	18.453380606115736	11.921238499821923	0
906	Su	rainy	overnight	63.409140856357155	3	2	51.75363276759677	11.362149245621888	0	0
907	M	snowy	overnight	8.356627456439918	5	2	28.580862649089088	24.237432047364216	8.959788510494754	0.9534792019006433
908	Tu	snowy	overnight	17.00320978877858	5	1	40.27041846644665	22.743261000407784	10.496131502425541	0
909	Th	rainy	midday	59.68809390830057	2	1	47.66706795153199	8.633647319826274	0	0
910	M	snowy	overnight	1.20851146369486	10	3	51.202387981394395	38.6025840675561	30.218305662185678	3.6982515517703516
911	Sa	snowy	overnight	9.25379881172386	8	3	40.38026686179696	27.581376059412047	21.90118966093973	0
912	Tu	snowy	midday	0.027345923391145277	3	2	57.42689750908909	10.30498106949983	7.962769245176548	2.281209753260471
913	Sa	sunny	midday	68.26191915419808	2	2	37.54791219924144	2.2482040226967412	0	0
914	Th	snowy	evening rush	5.5225251235136374	6	3	36.647175039887316	22.446134997280062	13.825745869090216	1.3435735393842518
915	Fr	snowy	evening rush	-0.6342333473904276	7	3	40.954221850256395	29.37639078718737	22.279376584338774	8.107693171069739
916	Fr	sunny	morning rush	70.69049746129475	6	3	51.29190090598968	22.09244093426742	1.6674001047111324	0
917	Sa	snowy	overnight	3.9405119069591006	2	1	55.72799185009179	12.431610702975886	4.751625968829409	0
918	Fr	rainy	overnight	77.19737388964735	1	1	54.68107920106176	5.555834626132818	0	0
919	Tu	rainy	morning rush	72.91445047466065	7	2	32.76212764014584	25.396296116496522	2.1392595045271623	0
920	Fr	rainy	overnight	65.37503062283677	8	3	42.93720419691192	32.78958493179736	12.407589417581173	0
921	Sa	snowy	midday	14.378875564414788	4	2	68.25725742480643	11.830224748050394	6.101091223983239	0
922	Sa	sunny	evening rush	66.820485196062	6	2	34.46711936467055	20.34460021733372	6.140091823631159	0.14000562622519364
923	Su	snowy	midday	9.856462437675754	6	1	50.04813256255888	21.268291782618288	14.795972404704735	0
924	Sa	sunny	overnight	66.93744483074983	4	1	63.29404503524202	14.721721051290157	2.44384574442022	4.031763250656891
925	Tu	snowy	overnight	10.518617014946166	4	1	75.41562995078044	20.102846503405324	13.011357090044566	0
926	Tu	snowy	overnight	20.403045496606254	7	2	57.10008455094227	24.05284395314948	16.208936451760348	0
927	M	snowy	evening rush	9.19292465272524	7	3	45.198718759413424	26.6355072669069	17.27096095816873	3.2578645183381516
928	Sa	sunny	evening rush	82.0848699151433	1	3	27.309983554808596	6.580945455589457	0	0
929	Th	sunny	overnight	62.35666276380243	10	1	54.678783270532634	33.92978776065485	19.584642496342635	4.618805423805885
930	Sa	sunny	evening rush	79.93260597053636	4	3	42.027309021073584	17.063737839839437	0	0
931	Tu	sunny	overnight	89.25189040835637	6	3	62.654803599573874	21.20919596102477	0.5083682764397971	0.5083608057261239
932	M	snowy	morning rush	9.655303440802038	3	4	44.458201259431974	16.828560511744456	8.229888530644574	0
933	Tu	sunny	overnight	44.25978158767763	9	1	34.23119933378463	28.74996636945645	19.915113541983732	0
934	W	sunny	overnight	68.5042819015391	8	1	28.6588247719492	26.018801315528517	9.59748756705953	3.377264641577003
935	Th	sunny	overnight	51.82320103386209	7	2	55.11022051759534	21.61045164000822	9.775469977061915	0.415417191826123
936	W	snowy	overnight	6.760497570412452	8	1	51.45027703179361	26.553091024927703	24.259014614768024	0.7168117028773643
937	M	rainy	overnight	65.20829045339329	3	3	59.34859608648617	14.992450755628234	0	0
938	W	rainy	evening rush	78.4925017355674	12	1	43.69034473274772	40.69966117667524	18.0186769057375	0
939	Th	sunny	overnight	68.72152918175608	4	3	54.92289174125285	10.681229540913387	0	0.3633419492060658
940	Sa	sunny	overnight	87.16311998487188	7	3	52.633753470782736	23.256672889826824	3.600088308754134	0
941	Fr	snowy	morning rush	3.015793425501937	5	1	74.31747655353563	27.41244717631288	15.163286624700502	2.4563156169670695
942	W	sunny	evening rush	80.6120109934256	4	4	20.076422847245485	14.239887932611895	0	3.018849394226567
943	Su	snowy	morning rush	6.762549004771915	6	1	37.858983521204756	19.031636503134862	17.914202357741974	0
944	Tu	sunny	morning rush	60.426493473183186	7	1	47.78315247744477	23.672592874702357	8.791159929531272	0
945	Tu	sunny	midday	73.19999549004345	6	3	45.97939989743694	19.80571496935234	0	0
946	Tu	sunny	morning rush	52.08798077768679	2	2	34.53995033833496	9.650590369240161	0	0
947	Fr	snowy	morning rush	8.897769463317648	11	3	84.62920163130372	43.20281495268579	29.976852746435885	3.149672180981633
948	W	snowy	morning rush	3.654583773165122	7	1	67.22398436271727	25.64521176737937	20.229260938628904	0
949	Tu	sunny	evening rush	60.297755602201406	4	3	60.76628717770122	13.798040079524144	1.5614769884215312	2.566815588173966
950	W	sunny	overnight	69.14161280248568	11	2	54.16523805051718	39.63006387975704	18.395615698511616	0.20116446968429913
951	Su	sunny	overnight	47.50644794473986	11	1	51.915654184333555	33.62583771920817	21.59332490274811	0
952	Su	snowy	evening rush	14.836187242134878	8	3	71.48066917474821	24.471117259117857	21.672179199946456	0.36392849977001607
953	Fr	sunny	overnight	56.982784199921625	5	2	54.907671370505554	21.487009546574594	3.412876431933845	2.365532607639262
954	Fr	rainy	evening rush	80.6954237721635	3	1	66.35806386924088	13.359271362910668	0	0
955	W	sunny	morning rush	52.85959571159253	4	1	62.41664777960159	13.351295048173101	0.9877653782781799	3.7195965834949236
956	M	rainy	overnight	61.40006687562126	4	1	41.54278483666439	18.642122334922067	0	0
957	Tu	sunny	evening rush	51.27447989931709	3	1	50.03345038137976	12.73357398128705	0.4150622567276028	1.5142836700782254
958	Th	snowy	midday	10.238614857719224	6	1	52.566063202320564	21.90500967871221	15.639335799770235	0
959	Tu	sunny	overnight	76.46733244562404	6	1	81.93930879142724	22.796165137235263	4.166568082206903	1.7353271641465402
960	Sa	snowy	morning rush	9.692325763844696	5	1	41.62155301691118	20.799678422228393	13.002488504278265	0
961	W	sunny	midday	65.4471604325184	7	2	64.27643663393536	21.483467028036056	8.540542556108408	0
962	Sa	sunny	midday	68.93123550422168	9	2	53.84058080283856	25.36564915709257	11.490139683856393	0.2592214217994342
963	Su	sunny	midday	75.02294801967976	8	2	53.953656285061975	20.63583616936389	11.905261649039309	0
964	W	sunny	overnight	77.22002101522682	3	3	43.174423489330856	13.65540424144279	0	0.1878369392331709
965	M	rainy	overnight	63.21561008704281	5	1	42.59268794586817	21.109913707349328	3.102430305981756	0
966	Tu	sunny	overnight	80.00859487159272	6	1	66.9579405148191	22.83025951949748	0	1.8136168577807241
967	Th	sunny	morning rush	76.2502917313043	6	2	34.805949430744114	21.35554248094377	4.129328646261088	0
968	M	sunny	midday	73.21947154994874	4	1	49.92186731352344	17.78896475757224	0	0
969	Sa	sunny	midday	68.62575037991994	7	1	-4.40492256196444	20.858670545269383	7.022945779850406	0.41996581107140485
970	M	snowy	morning rush	7.847992377316425	5	1	58.06579463394225	20.621263256949643	12.338153147878122	0
971	Sa	sunny	evening rush	55.91564114962104	7	1	60.33432171606759	22.0187752458849	9.042935751054278	0.7230480679556498
972	Su	snowy	evening rush	5.55699336833146	3	3	55.707168663548536	10.238563551201583	10.684520757565	0.8699195891964526
973	Sa	snowy	morning rush	19.2663155803126	7	3	46.23397311676078	25.12791632668465	16.54846651515794	0
974	W	rainy	overnight	59.67994601019842	5	4	27.844513437151058	18.012663454794307	1.5241544663629685	0
975	Sa	snowy	evening rush	7.493960582632957	3	1	36.74128458126444	15.067103039118038	7.828568487778115	0
976	M	snowy	morning rush	8.88739120790092	6	2	45.628806653578025	25.762891598449702	14.36067125423134	0
977	Su	snowy	evening rush	11.262435667861904	4	3	55.84777415294236	16.973557359889988	10.835015595412814	0
978	Su	rainy	overnight	59.799268011284084	9	3	49.9593091295998	31.458958984566117	14.784660192550323	0
979	Fr	rainy	midday	84.30901782369341	3	1	24.638563801410925	13.449390262026906	0	0
980	M	rainy	evening rush	69.67872621501121	6	2	43.64082542123155	27.685717143586707	6.437680302766152	0
981	W	snowy	midday	7.681838309188045	6	1	60.42682888443613	18.490860746584794	18.865012139482573	0
982	Tu	sunny	morning rush	78.64952726763107	4	2	62.62874454138724	15.611518845071204	0	0
983	W	sunny	midday	64.52320224303392	5	2	54.95145577065724	18.586683243394933	3.3955696334314673	0
984	Th	rainy	midday	61.32448420665315	8	1	52.94826312799131	27.383073304867892	10.405449326751512	0
985	M	rainy	evening rush	87.14422451989397	3	2	24.869693262070125	14.55943188726144	0	0
986	Fr	sunny	morning rush	84.71214422718582	3	1	37.694185150441896	11.966674270431556	0	0
987	Fr	rainy	evening rush	58.015825203823354	5	1	32.358156275677345	19.209791446083397	0	0
988	M	rainy	evening rush	59.822924103173314	4	1	81.6250964966334	19.2397950489165	0	0
989	Sa	rainy	morning rush	67.25665442267204	8	2	17.167731442303875	25.49494672314093	13.13379641083177	0
990	Tu	rainy	morning rush	52.37904278982765	0	1	46.98958289134549	4.162154378120395	0	0
991	Th	sunny	overnight	80.37080560134898	6	3	42.05251576339886	19.49522240957588	1.8907082252100553	1.3402121271825143
992	Sa	rainy	overnight	62.46196193614605	3	4	50.13601503943852	13.035727368783915	0	0
993	Su	sunny	midday	58.39556936758513	5	3	42.08052354517361	13.911703004009288	0.931050298824406	0
994	Tu	snowy	overnight	8.650905364265034	4	1	59.52600709337652	18.76129821432705	9.215762034143209	0.5033177606486889
995	Su	rainy	overnight	62.78861775766701	10	2	62.45378049765199	34.23056104115048	15.366784656297298	0
996	Fr	sunny	morning rush	61.520569621084654	7	1	41.39348030134431	26.087316031415618	8.407749650412576	0
997	Su	snowy	morning rush	19.85449770774809	8	2	35.04476222972404	23.714634692620532	22.774080523688802	0
998	Tu	snowy	overnight	13.582990115893708	7	3	47.21541949308574	29.638090018966356	17.639818836747	0
999	Su	sunny	evening rush	69.33523495117919	7	2	25.248041902481596	22.5519294330235	2.8617652851483095	0.6763847856481892
1000	Fr	sunny	morning rush	69.67684095686319	3	3	54.13526599451646	14.725981994108963	0	0.2871232231225243
